Ticker,Company,Aliases
MMM,3M,"['Minnesota Mining and Manufacturing', 'Minnesota Mining & Mfg. Co.', 'Minnesota Mining and Manufacturing Company', '3M corporation', '3M Company']"
AOS,A. O. Smith,"['A. O. Smith Corporation', 'A.O. Smith', 'A.O. Smith Corporation']"
ABT,Abbott Laboratories,"['Abbott Labs', 'Abbott Laboratories, Inc.', 'Ross Laboratories', 'Abbott Pharmaceuticals', 'Abbott Nutrition', 'I-Stat', 'I-STAT', 'Abbott Molecular', 'Isomil', 'Abbot Laboratories', 'Abbott']"
ABBV,AbbVie,"['AbbVie Inc.', 'ABBV']"
ACN,Accenture,"['Accenture Global Solutions Limited (Dublin)', 'Accenture (Dublin)', 'Accenture PLC']"
ADBE,Adobe Inc.,"['Adobe Systems', 'Adobe Systems, Inc.', 'Adobe Systems Software(Beijing)Co.,Ltd.', 'ADBE', 'ADOBE INC. (San Jose, CA)', 'adobe.com', 'Adobe Inc.', 'Adobe Systems Incorporated']"
AMD,Advanced Micro Devices,['Advanced Micro Devices']
AES,AES Corporation,"['AES Corp.', 'The AES Corporation', 'AES Corp', 'AES Trust III', 'Arlington Energy', 'AES']"
AFL,Aflac,['American Family Life Assurance Company']
A,Agilent Technologies,"['Agilent Technologies, Inc.']"
APD,Air Products,[]
ABNB,Airbnb,"['Airbnb, Inc.', 'airbnb.com']"
AKAM,Akamai Technologies,"['Akamai Technologies, Inc.', 'Akamai']"
ALB,Albemarle Corporation,[]
ARE,Alexandria Real Estate Equities,[]
ALGN,Align Technology,[]
ALLE,Allegion,[]
LNT,Alliant Energy,[]
ALL,Allstate,"['The Allstate Corporation', 'Allstate Insurance']"
GOOGL,Alphabet Inc. (Class A),"['Google Inc.', 'Big G', 'Google, Inc.', 'Google LLC', 'google.com']"
GOOG,Alphabet Inc. (Class C),"['Google Inc.', 'Big G', 'Google, Inc.', 'Google LLC', 'google.com']"
MO,Altria,[]
AMZN,Amazon,"['Amazon.com, Inc.', 'Amazon.com']"
AMCR,Amcor,"['Australian Paper Manufacturers', 'Amcor PLC', 'Amcor Pty Ltd', 'AMCOR PLC']"
AEE,Ameren,"['Union Electric Company of Missouri', 'Union Electric Light and Power Company', 'AmerenUE', 'Missouri Electric Light And Power Company', 'Union Electric Company']"
AEP,American Electric Power,"['AEP', 'American Electric Power Corporation']"
AXP,American Express,"['American Express Company', 'American Express Co', 'American Express Bank', 'AmEx', 'americanexpress.com', 'AEXP']"
AIG,American International Group,"['AIG', 'American International Group, Inc.']"
AMT,American Tower,[]
AWK,American Water Works,[]
AMP,Ameriprise Financial,['Ameriprise Financial (United States)']
AME,Ametek,['Crank Software']
AMGN,Amgen,"['Applied Molecular Genetics', 'Amgen Inc.']"
APH,Amphenol,[]
ADI,Analog Devices,"['Analog Devices, Inc.']"
ANSS,Ansys,"['ANSYS', 'Ansoft', 'ANSYS Inc.', 'Ansoft Corporation', 'ANSYS, Inc', 'Fluent, Inc.', 'ANSYS, Inc.', 'Swanson Analysis Systems, Inc.']"
AON,Aon plc,[]
APA,APA Corporation,"['Apache Oil Corporation', 'Apache Corporation', 'Apache Corp.']"
APO,Apollo Global Management,"['Apollo Global Management, LLC']"
AAPL,Apple Inc.,"['Apple Computer Inc', 'Apple Incorporated', 'Apple, Inc', 'Apple Computer Inc.']"
AMAT,Applied Materials,"['Applied Materials, Inc.', 'APPLIED MATERIALS, INC. (Santa Clara, CA)', 'AMAT']"
APTV,Aptiv,['Aptiv PLC']
ACGL,Arch Capital Group,"['Arch Capital Group Ltd.', 'Arch Capital', 'ACGL']"
ADM,Archer Daniels Midland,"['ADM', 'Archer Daniels Midland Company', 'Archer-Daniels-Midland Company']"
ANET,Arista Networks,['Arastra']
AJG,Arthur J. Gallagher & Co.,"['Gallagher & Co', 'Gallagher Insurance', 'AJ Gallagher']"
AIZ,Assurant,[]
T,AT&T,[]
ATO,Atmos Energy,['Atmos Energy Corp']
ADSK,Autodesk,[]
ADP,Automatic Data Processing,"['Automatic Data Processing, Inc.', 'ADP', 'Automatic Data Processing Inc']"
AZO,AutoZone,[]
AVB,AvalonBay Communities,[]
AVY,Avery Dennison,[]
AXON,Axon Enterprise,"['TASER International, Inc.', 'TASER International Incorporated', 'TASER', 'Taser International', 'Axon Enterprise', 'Axon Enterprise, Inc.']"
BKR,Baker Hughes,['Baker Hughes Co.']
BALL,Ball Corporation,[]
BAC,Bank of America,"['Bank of America Corporation', 'BoA', 'BofA', 'BANK OF AMERICA CORPORATION (Charlotte, NC)']"
BAX,Baxter International,['Baxter International Inc']
BDX,Becton Dickinson,"['Becton, Dickinson and Company', 'BD', 'BD Biosciences (United States)']"
BRK.B,Berkshire Hathaway,"['Berkshire Hathaway Inc.', 'Valley Falls Company', 'Berkshire Hathaway Incorperation']"
BBY,Best Buy,"['Best Buy Co., Inc.', 'Best Buy Co.', 'Best Buy Co. Inc.']"
TECH,Bio-Techne,[]
BIIB,Biogen,"['Biogen Inc.', 'BIIB', 'Biogen Idec']"
BLK,BlackRock,"['BlackRock, Inc.', 'BLK']"
BX,Blackstone Inc.,"['The Blackstone Group L.P.', 'Blackstone Group', 'The Blackstone Group', 'Blackstone']"
BK,BNY Mellon,"['The Bank of New York Mellon Corporation', 'BNY Mellon', 'BNY']"
BA,Boeing,"['The Boeing Company', 'Boeing Company', 'United Aircraft and Transport Corp', 'The Boeing Company (Chicago, IL)']"
BKNG,Booking Holdings,"['The Priceline Group Inc.', 'Priceline Group', 'The Priceline Group', 'Booking Holdings Inc.']"
BSX,Boston Scientific,"['Boston Scientific Corporation', 'BSC']"
BMY,Bristol Myers Squibb,"['BMS', 'Bristol-Myers Squibb SARL']"
AVGO,Broadcom,[]
BR,Broadridge Financial Solutions,[]
BRO,Brown & Brown,[]
BF.B,Brown–Forman,['Brown-Forman Corporation']
BLDR,Builders FirstSource,[]
BG,Bunge Global,[]
BXP,"BXP, Inc.",['Boston properties']
CHRW,C.H. Robinson,"['C.H. Robinson Worldwide, Inc.', 'C.H. Robinson', 'CH Robinson']"
CDNS,Cadence Design Systems,"['Cadence Design Systems, Inc', 'cādence', 'Cadence Design Systems, Inc.     (San Jose, CA)']"
CZR,Caesars Entertainment,"['Harrah’s Entertainment', 'Caesars Entertainment']"
CPT,Camden Property Trust,[]
CPB,Campbell's Company (The),[]
COF,Capital One,"['Capital One Financial Corporation', 'Capital One Financial', 'Capital One Financial Corp.', 'Capital One Services, LLC  (McLean, VA)', 'CAPITAL ONE SERVICES, LLC     (McLean, VA)']"
CAH,Cardinal Health,"['CardinalHealth', 'Cardinal Health Incorporated', 'Cardinal Health, Inc.', 'Cardinal Health Inc.', 'Cardinal Health (United States)']"
KMX,CarMax,[]
CCL,Carnival,"['Carnival Cruise', 'Carnival Cruise Line', 'Carnival plc', 'Carnival Corporation', 'Carnival Corp.', 'Carnival Corporation & Plc', 'Carnival Corporation & PLC', 'Carnival Corp']"
CARR,Carrier Global,"['Carrier Corp', 'Carrier', 'CARRIER CORPORATION (Palm Beach Gardens, FL)']"
CAT,Caterpillar Inc.,"['Caterpillar Tractor Company', 'CAT', 'Caterpillar', 'Caterpillar Inc. (Peoria, IL)']"
CBOE,Cboe Global Markets,[]
CBRE,CBRE Group,"['CBRE Group, Inc.']"
CDW,CDW Corporation,[]
COR,Cencora,"['AmerisourceBergen Corporation', 'AmerisourceBergen World Courier', 'Cencora, Inc.']"
CNC,Centene Corporation,['Centene']
CNP,CenterPoint Energy,['CenterPoint']
CF,CF Industries,"['CF Industries Holdings, Inc.', 'CF Industries Holdings', 'CF Fertilisers']"
CRL,Charles River Laboratories,"['Charles River Laboratories, Inc.', 'Charles River']"
SCHW,Charles Schwab Corporation,"['Charles Schwab', 'The Charles Schwab Corporation', 'Charles Schwab & Co., Inc.', 'Charles Schwab & Co.', 'Schwab']"
CHTR,Charter Communications,"['Charter Communications, Inc.', 'Spectrum Cable', 'Spectrum']"
CVX,Chevron Corporation,"['Chevron México', 'Chevron', 'Standard Oil of California']"
CMG,Chipotle Mexican Grill,['Chipotle']
CB,Chubb Limited,"['Chub Limited', 'Chub Ltd']"
CHD,Church & Dwight,[]
CI,Cigna,['Cigna']
CINF,Cincinnati Financial,['Cincinnati Financial Corporation']
CTAS,Cintas,"['Cintas Corporation', 'Acme Industrial Laundry Company']"
CSCO,Cisco,"['Cisco Systems, Inc.', 'Cisco Systems', 'cisco.com']"
C,Citigroup,[]
CFG,Citizens Financial Group,"['Citizens Bank', 'Citizens Financial Group, Inc. (Providence, RI)']"
CLX,Clorox,"['The Clorox Company', 'Clorox Company']"
CME,CME Group,"['CME Group Inc.', 'CME', 'CMEE', 'CME EUROPE']"
CMS,CMS Energy,[]
KO,Coca-Cola Company (The),"['Copenhagen University', 'Københavns Universitet', 'ku.dk']"
CTSH,Cognizant,"['Cognizant Technology Solutions Corporation', 'Cognizant Technology Solutions']"
CL,Colgate-Palmolive,"['Colgate Palmolive', 'Colgate-Palmolive', 'Colgate-Palmolive-Peet', 'Colgate & Co']"
CMCSA,Comcast,"['Comcast Corporation', 'Comcast Holdings']"
CAG,Conagra Brands,"['Nebraska Consolidated Mills', 'ConAgra', 'ConAgra Foods', 'Conagra Brands', 'Conagra Brands (United States)']"
COP,ConocoPhillips,"['Conoco Phillips', 'Continental Oil Company']"
ED,Consolidated Edison,"['Consolidated Edison, Inc.', 'Con Edison', 'Con Ed']"
